"x_plot","y_plot","playsection"
-13,10,"southCenterNZ"
-10,11,"southCenterNZ"
-8,-12,"southCenterNZ"
-8,22,"southEastBoardsNZ"
-4,16,"southCenterNZ"
-2,-21,"southCenterNZ"
-1,-12,"northCenterNZ"
3,-16,"northCenterNZ"
4,-13,"northCenterNZ"
4,14,"northCenterNZ"
6,-22,"northCenterNZ"
9,13,"northCenterNZ"
11,22,"northCenterNZ"
12,3,"northCenterNZ"
12,23,"northEastBoardsNZ"
14,-21,"northCenterNZ"
16,27,"northEastBoardsNZ"
17,-5,"northCenterNZ"
17,-4,"northCenterNZ"
17,9,"northCenterNZ"
19,25,"northEastBoardsNZ"
22,-16,"northCenterNZ"
22,24,"northEastBoardsNZ"
22,27,"northEastBoardsNZ"
23,-10,"northCenterNZ"
23,-7,"northCenterNZ"
23,0,"northCenterNZ"
23,10,"northCenterNZ"
23,12,"northCenterNZ"
24,-10,"centerPoint"
24,26,"eastPoint"
27,-6,"centerPoint"
27,0,"centerPoint"
27,1,"centerPoint"
27,3,"centerPoint"
27,17,"eastPoint"
45,-2,"centerPoint"
45,19,"eastPoint"
46,-1,"centerPoint"
47,-4,"centerPoint"
49,8,"centerPoint"
50,-16,"centerPoint"
50,3,"centerPoint"
50,11,"centerPoint"
51,2,"centerPoint"
52,-16,"centerPoint"
52,-13,"centerPoint"
52,-4,"centerPoint"
55,-30,"outsideNorthWest"
55,-25,"outsideNorthWest"
55,-13,"westOuterSlot"
55,-12,"westOuterSlot"
55,29,"outsideNorthEast"
56,-30,"outsideNorthWest"
57,-2,"westOuterSlot"
58,-11,"westOuterSlot"
60,-8,"westOuterSlot"
60,11,"eastOuterSlot"
61,-11,"westOuterSlot"
63,2,"eastOuterSlot"
64,23,"eastOuterSlot"
65,3,"eastOuterSlot"
66,-3,"westOuterSlot"
68,-6,"westOuterSlot"
69,-7,"westOuterSlot"
72,-9,"westOuterSlot"
72,-4,"innerSlot"
76,-23,"outsideNorthWest"
77,-16,"outsideNorthWest"
79,-14,"outsideNorthWest"
79,-10,"innerSlot"
79,13,"eastOuterSlot"
80,11,"innerSlot"
81,16,"outsideNorthEast"
82,-30,"outsideNorthWest"
84,-28,"outsideNorthWest"
88,-37,"outsideNorthWest"
88,13,"outsideNorthEast"
89,10,"outsideNorthEast"
89,14,"outsideNorthEast"
90,-17,"outsideNorthWest"
90,-12,"outsideNorthWest"
90,-9,"outsideNorthWest"
97,-27,"outsideNorthWest"
-100,-3,"outsideNorthEastDZ"
-97,27,"outsideNorthWestDZ"
-93,-33,"outsideNorthEastDZ"
-84,-22,"outsideNorthEastDZ"
-84,26,"outsideNorthWestDZ"
-83,-17,"outsideNorthEastDZ"
-82,29,"outsideNorthWestDZ"
-81,14,"outsideNorthWestDZ"
-80,-13,"outsideNorthEastDZ"
-77,10,"innerSlotDZ"
-74,-8,"eastOuterSlotDZ"
-61,-8,"eastOuterSlotDZ"
-59,11,"westOuterSlotDZ"
-58,-12,"eastOuterSlotDZ"
-57,-14,"eastOuterSlotDZ"
-56,14,"westOuterSlotDZ"
-56,28,"outsideNorthWestDZ"
-55,-29,"outsideNorthEastDZ"
-55,-21,"eastOuterSlotDZ"
-55,-13,"eastOuterSlotDZ"
-55,14,"westOuterSlotDZ"
-54,-10,"centerPointDZ"
-54,1,"centerPointDZ"
-54,11,"centerPointDZ"
-54,31,"westPointDZ"
-53,-2,"centerPointDZ"
-52,-17,"centerPointDZ"
-52,18,"centerPointDZ"
-52,20,"centerPointDZ"
-49,-21,"eastPointDZ"
-28,-1,"centerPointDZ"
-28,10,"centerPointDZ"
-27,-25,"eastPointDZ"
-27,-24,"eastPointDZ"
-27,-20,"eastPointDZ"
-27,-10,"centerPointDZ"
-27,31,"westPointDZ"
-18,22,"southEastBoardsNZ"
-17,0,"southCenterNZ"
-12,-5,"southCenterNZ"
-12,1,"southCenterNZ"
-11,-9,"southCenterNZ"
-11,10,"southCenterNZ"
-11,22,"southCenterNZ"
-8,11,"southCenterNZ"
-4,-14,"southCenterNZ"
-2,19,"southCenterNZ"
-1,-15,"northCenterNZ"
-1,16,"northCenterNZ"
4,13,"northCenterNZ"
4,22,"northCenterNZ"
5,15,"northCenterNZ"
7,-14,"northCenterNZ"
8,-11,"northCenterNZ"
9,-12,"northCenterNZ"
9,-11,"northCenterNZ"
10,-4,"northCenterNZ"
11,-11,"northCenterNZ"
13,-10,"northCenterNZ"
15,-10,"northCenterNZ"
16,8,"northCenterNZ"
16,23,"northEastBoardsNZ"
17,-8,"northCenterNZ"
17,8,"northCenterNZ"
17,25,"northEastBoardsNZ"
18,18,"northCenterNZ"
19,12,"northCenterNZ"
20,-25,"northWestBoardsNZ"
22,-11,"northCenterNZ"
22,-6,"northCenterNZ"
22,6,"northCenterNZ"
23,4,"northCenterNZ"
24,17,"northCenterNZ"
27,9,"centerPoint"
44,-6,"centerPoint"
44,4,"centerPoint"
50,-1,"centerPoint"
51,-17,"centerPoint"
51,1,"centerPoint"
52,10,"centerPoint"
52,12,"centerPoint"
52,21,"centerPoint"
53,-25,"westPoint"
55,-27,"outsideNorthWest"
55,-10,"westOuterSlot"
55,2,"eastOuterSlot"
55,16,"eastOuterSlot"
56,-1,"westOuterSlot"
56,23,"eastOuterSlot"
56,28,"outsideNorthEast"
59,-11,"westOuterSlot"
62,-7,"westOuterSlot"
63,1,"eastOuterSlot"
64,7,"eastOuterSlot"
64,11,"eastOuterSlot"
65,-5,"westOuterSlot"
65,-1,"innerSlot"
68,-8,"westOuterSlot"
69,6,"eastOuterSlot"
70,-5,"innerSlot"
70,8,"eastOuterSlot"
71,7,"eastOuterSlot"
73,6,"innerSlot"
75,10,"eastOuterSlot"
82,-28,"outsideNorthWest"
88,-20,"outsideNorthWest"
88,-15,"outsideNorthWest"
89,5,"outsideNorthEast"
89,19,"outsideNorthEast"
89,21,"outsideNorthEast"
91,-11,"outsideNorthWest"
99,-21,"outsideNorthWest"
-96,-29,"outsideNorthEastDZ"
-91,-1,"outsideNorthEastDZ"
-88,37,"outsideNorthWestDZ"
-84,21,"outsideNorthWestDZ"
-73,-42,"outsideNorthEastDZ"
-73,7,"innerSlotDZ"
-67,7,"westOuterSlotDZ"
-66,7,"westOuterSlotDZ"
-63,8,"westOuterSlotDZ"
-62,-10,"eastOuterSlotDZ"
-62,-9,"eastOuterSlotDZ"
-57,13,"westOuterSlotDZ"
-57,16,"westOuterSlotDZ"
-56,25,"outsideNorthWestDZ"
-54,-12,"centerPointDZ"
-54,12,"centerPointDZ"
-53,-27,"eastPointDZ"
-53,-25,"eastPointDZ"
-53,-12,"centerPointDZ"
-51,-17,"centerPointDZ"
-27,20,"westPointDZ"
-27,28,"westPointDZ"
-18,-24,"southWestBoardsNZ"
-17,-21,"southCenterNZ"
-17,1,"southCenterNZ"
-17,4,"southCenterNZ"
-17,24,"southEastBoardsNZ"
-16,-5,"southCenterNZ"
-12,-22,"southCenterNZ"
-12,-3,"southCenterNZ"
-11,-22,"southWestBoardsNZ"
-10,-10,"southCenterNZ"
-6,-13,"southCenterNZ"
-5,22,"southCenterNZ"
-4,-16,"southCenterNZ"
-2,28,"southEastBoardsNZ"
-1,14,"northCenterNZ"
3,-22,"northWestBoardsNZ"
5,12,"northCenterNZ"
7,12,"northCenterNZ"
10,11,"northCenterNZ"
10,13,"northCenterNZ"
10,22,"northCenterNZ"
15,24,"northEastBoardsNZ"
16,-8,"northCenterNZ"
17,21,"northCenterNZ"
18,-25,"northWestBoardsNZ"
21,-4,"northCenterNZ"
22,-9,"northCenterNZ"
22,4,"northCenterNZ"
23,-22,"northCenterNZ"
23,-18,"northCenterNZ"
23,-12,"northCenterNZ"
23,6,"northCenterNZ"
23,15,"northCenterNZ"
23,24,"northEastBoardsNZ"
24,-22,"westPoint"
24,8,"centerPoint"
24,29,"eastPoint"
27,-7,"centerPoint"
27,-5,"centerPoint"
27,-3,"centerPoint"
27,11,"centerPoint"
43,4,"centerPoint"
50,-4,"centerPoint"
50,1,"centerPoint"
51,9,"centerPoint"
52,-24,"westPoint"
52,-18,"centerPoint"
55,-5,"westOuterSlot"
56,-16,"westOuterSlot"
61,2,"eastOuterSlot"
63,-7,"westOuterSlot"
65,-6,"westOuterSlot"
66,-42,"outsideNorthWest"
66,6,"eastOuterSlot"
72,-42,"outsideNorthWest"
74,-6,"innerSlot"
74,42,"outsideNorthEast"
78,-15,"outsideNorthWest"
79,10,"innerSlot"
80,-15,"outsideNorthWest"
81,29,"outsideNorthEast"
82,-25,"outsideNorthWest"
82,-20,"outsideNorthWest"
82,25,"outsideNorthEast"
83,-22,"outsideNorthWest"
83,40,"outsideNorthEast"
84,-27,"outsideNorthWest"
85,-20,"outsideNorthWest"
90,5,"outsideNorthEast"
90,12,"outsideNorthEast"
92,-3,"outsideNorthWest"
93,-33,"outsideNorthWest"
-97,-27,"outsideNorthEastDZ"
-70,42,"outsideNorthWestDZ"
-61,-10,"eastOuterSlotDZ"
-56,-17,"eastOuterSlotDZ"
-53,28,"westPointDZ"
-27,-23,"eastPointDZ"
-18,19,"southCenterNZ"
-16,6,"southCenterNZ"
-14,-22,"southCenterNZ"
-12,-10,"southCenterNZ"
-12,-4,"southCenterNZ"
-12,4,"southCenterNZ"
-12,23,"southEastBoardsNZ"
-8,-22,"southCenterNZ"
-7,-14,"southCenterNZ"
-5,-13,"southCenterNZ"
-3,22,"southCenterNZ"
-2,-20,"southCenterNZ"
-2,17,"southCenterNZ"
-1,22,"northCenterNZ"
2,10,"northCenterNZ"
2,13,"northCenterNZ"
3,-14,"northCenterNZ"
3,13,"northCenterNZ"
3,16,"northCenterNZ"
4,15,"northCenterNZ"
6,-13,"northCenterNZ"
6,13,"northCenterNZ"
7,14,"northCenterNZ"
10,-13,"northCenterNZ"
11,-5,"northCenterNZ"
11,-1,"northCenterNZ"
11,9,"northCenterNZ"
12,0,"northCenterNZ"
12,22,"northCenterNZ"
14,-23,"northWestBoardsNZ"
14,24,"northEastBoardsNZ"
15,-25,"northWestBoardsNZ"
16,24,"northEastBoardsNZ"
17,-28,"northWestBoardsNZ"
17,-22,"northCenterNZ"
17,18,"northCenterNZ"
18,-18,"northCenterNZ"
18,24,"northEastBoardsNZ"
18,27,"northEastBoardsNZ"
20,9,"northCenterNZ"
23,5,"northCenterNZ"
24,-1,"centerPoint"
24,14,"northCenterNZ"
27,-4,"centerPoint"
46,10,"centerPoint"
49,-2,"centerPoint"
50,18,"centerPoint"
51,-12,"centerPoint"
52,-17,"centerPoint"
52,3,"centerPoint"
55,-19,"westOuterSlot"
56,-14,"westOuterSlot"
57,-15,"westOuterSlot"
57,11,"eastOuterSlot"
59,10,"eastOuterSlot"
63,-6,"westOuterSlot"
64,-42,"outsideNorthWest"
64,-6,"westOuterSlot"
66,10,"eastOuterSlot"
68,5,"eastOuterSlot"
70,-7,"westOuterSlot"
70,6,"eastOuterSlot"
72,42,"outsideNorthEast"
75,-23,"outsideNorthWest"
75,-10,"westOuterSlot"
82,28,"outsideNorthEast"
82,30,"outsideNorthEast"
83,-23,"outsideNorthWest"
84,-14,"outsideNorthWest"
84,21,"outsideNorthEast"
88,-5,"outsideNorthWest"
89,11,"outsideNorthEast"
89,16,"outsideNorthEast"
90,-15,"outsideNorthWest"
91,-4,"outsideNorthWest"
-100,7,"outsideNorthWestDZ"
-92,-34,"outsideNorthEastDZ"
-92,34,"outsideNorthWestDZ"
-88,3,"innerSlotDZ"
-85,39,"outsideNorthWestDZ"
-80,41,"outsideNorthWestDZ"
-73,42,"outsideNorthWestDZ"
-67,8,"westOuterSlotDZ"
-67,42,"outsideNorthWestDZ"
-66,42,"outsideNorthWestDZ"
-60,-10,"eastOuterSlotDZ"
-58,0,"westOuterSlotDZ"
-57,29,"outsideNorthWestDZ"
-56,-13,"eastOuterSlotDZ"
-56,17,"westOuterSlotDZ"
-56,26,"outsideNorthWestDZ"
-55,-15,"eastOuterSlotDZ"
-55,16,"westOuterSlotDZ"
-55,20,"westOuterSlotDZ"
-55,26,"outsideNorthWestDZ"
-54,-5,"eastOuterSlotDZ"
-53,-28,"eastPointDZ"
-53,-26,"eastPointDZ"
-53,13,"centerPointDZ"
-52,27,"westPointDZ"
-27,-19,"eastPointDZ"
-27,13,"westPointDZ"
-27,16,"westPointDZ"
-27,23,"westPointDZ"
-16,-7,"southCenterNZ"
-16,23,"southEastBoardsNZ"
-15,-8,"southCenterNZ"
-12,9,"southCenterNZ"
-10,-11,"southCenterNZ"
-9,13,"southCenterNZ"
-8,-13,"southCenterNZ"
-5,15,"southCenterNZ"
-3,15,"southCenterNZ"
-3,21,"southCenterNZ"
-3,24,"southEastBoardsNZ"
-2,-28,"southWestBoardsNZ"
-2,-26,"southWestBoardsNZ"
4,-16,"northCenterNZ"
4,12,"northCenterNZ"
11,2,"northCenterNZ"
12,1,"northCenterNZ"
14,-26,"northWestBoardsNZ"
15,-9,"northCenterNZ"
15,10,"northCenterNZ"
16,21,"northCenterNZ"
17,-24,"northWestBoardsNZ"
17,4,"northCenterNZ"
17,5,"northCenterNZ"
18,-4,"northCenterNZ"
18,0,"northCenterNZ"
21,-11,"northCenterNZ"
22,-22,"northCenterNZ"
22,0,"northCenterNZ"
23,-28,"northWestBoardsNZ"
23,-8,"northCenterNZ"
24,18,"northCenterNZ"
27,-13,"westPoint"
50,-10,"centerPoint"
51,-7,"centerPoint"
54,-31,"westPoint"
55,19,"eastOuterSlot"
55,28,"outsideNorthEast"
56,-31,"outsideNorthWest"
56,1,"eastOuterSlot"
57,-10,"westOuterSlot"
57,0,"westOuterSlot"
58,0,"westOuterSlot"
60,10,"eastOuterSlot"
61,-42,"outsideNorthWest"
64,-3,"westOuterSlot"
66,3,"eastOuterSlot"
66,7,"eastOuterSlot"
70,-6,"westOuterSlot"
71,-8,"westOuterSlot"
73,-9,"westOuterSlot"
73,-3,"innerSlot"
74,7,"innerSlot"
75,42,"outsideNorthEast"
77,8,"innerSlot"
78,11,"eastOuterSlot"
81,11,"innerSlot"
82,11,"outsideNorthEast"
83,-24,"outsideNorthWest"
83,26,"outsideNorthEast"
84,-24,"outsideNorthWest"
84,-17,"outsideNorthWest"
85,23,"outsideNorthEast"
87,-3,"innerSlot"
88,-10,"outsideNorthWest"
90,15,"outsideNorthEast"
-100,3,"outsideNorthWestDZ"
-98,25,"outsideNorthWestDZ"
-91,-35,"outsideNorthEastDZ"
-91,0,"outsideNorthWestDZ"
-87,0,"innerSlotDZ"
-83,-16,"outsideNorthEastDZ"
-74,42,"outsideNorthWestDZ"
-72,42,"outsideNorthWestDZ"
-56,31,"outsideNorthWestDZ"
-55,-28,"outsideNorthEastDZ"
-55,28,"outsideNorthWestDZ"
-54,0,"centerPointDZ"
-53,22,"centerPointDZ"
-45,19,"centerPointDZ"
-28,6,"centerPointDZ"
-28,23,"westPointDZ"
-27,-8,"centerPointDZ"
-27,-7,"centerPointDZ"
-27,-6,"centerPointDZ"
-27,0,"centerPointDZ"
-27,27,"westPointDZ"
-24,3,"southCenterNZ"
-16,4,"southCenterNZ"
-14,5,"southCenterNZ"
-13,-10,"southCenterNZ"
-11,9,"southCenterNZ"
-5,14,"southCenterNZ"
-2,-11,"southCenterNZ"
-2,24,"southEastBoardsNZ"
2,14,"northCenterNZ"
3,-13,"northCenterNZ"
8,-22,"northCenterNZ"
9,-22,"northCenterNZ"
11,-7,"northCenterNZ"
11,-2,"northCenterNZ"
12,-9,"northCenterNZ"
12,11,"northCenterNZ"
15,-23,"northWestBoardsNZ"
16,-25,"northWestBoardsNZ"
16,-20,"northCenterNZ"
17,2,"northCenterNZ"
17,17,"northCenterNZ"
18,-5,"northCenterNZ"
19,-1,"northCenterNZ"
21,8,"northCenterNZ"
22,10,"northCenterNZ"
23,-15,"northCenterNZ"
23,-4,"northCenterNZ"
24,-30,"northWestBoardsNZ"
24,-27,"westPoint"
24,-16,"westPoint"
24,-8,"centerPoint"
24,15,"eastPoint"
24,28,"eastPoint"
27,19,"eastPoint"
27,20,"eastPoint"
30,42,"eastPoint"
46,-2,"centerPoint"
46,0,"centerPoint"
51,15,"centerPoint"
51,17,"centerPoint"
53,-30,"westPoint"
53,23,"eastPoint"
54,30,"eastPoint"
55,-26,"outsideNorthWest"
55,-24,"outsideNorthWest"
55,14,"eastOuterSlot"
55,27,"outsideNorthEast"
56,-17,"westOuterSlot"
57,10,"eastOuterSlot"
58,-12,"westOuterSlot"
60,-11,"westOuterSlot"
63,-9,"westOuterSlot"
63,0,"innerSlot"
63,10,"eastOuterSlot"
64,-1,"innerSlot"
68,8,"eastOuterSlot"
77,-9,"innerSlot"
81,14,"outsideNorthEast"
82,-29,"outsideNorthWest"
82,-11,"outsideNorthWest"
82,12,"outsideNorthEast"
83,27,"outsideNorthEast"
84,-23,"outsideNorthWest"
84,25,"outsideNorthEast"
85,-39,"outsideNorthWest"
89,-18,"outsideNorthWest"
90,-13,"outsideNorthWest"
96,-29,"outsideNorthWest"
-100,-7,"outsideNorthEastDZ"
-100,-6,"outsideNorthEastDZ"
-88,-3,"innerSlotDZ"
-84,17,"outsideNorthWestDZ"
-83,40,"outsideNorthWestDZ"
-68,42,"outsideNorthWestDZ"
-67,-42,"outsideNorthEastDZ"
-63,-23,"eastOuterSlotDZ"
-59,-11,"eastOuterSlotDZ"
-57,-12,"eastOuterSlotDZ"
-56,-16,"eastOuterSlotDZ"
-54,-30,"eastPointDZ"
-53,16,"centerPointDZ"
-27,-28,"eastPointDZ"
-27,-21,"eastPointDZ"
-27,-9,"centerPointDZ"
-27,24,"westPointDZ"
-17,-22,"southCenterNZ"
-17,-1,"southCenterNZ"
-15,-7,"southCenterNZ"
-14,9,"southCenterNZ"
-12,-8,"southCenterNZ"
-12,-7,"southCenterNZ"
-4,-15,"southCenterNZ"
-4,-13,"southCenterNZ"
-4,15,"southCenterNZ"
-3,-15,"southCenterNZ"
-2,-23,"southWestBoardsNZ"
3,14,"northCenterNZ"
10,10,"northCenterNZ"
13,0,"northCenterNZ"
15,21,"northCenterNZ"
16,-23,"northWestBoardsNZ"
16,7,"northCenterNZ"
16,22,"northCenterNZ"
17,-20,"northCenterNZ"
17,3,"northCenterNZ"
21,25,"northEastBoardsNZ"
23,-16,"northCenterNZ"
23,-1,"northCenterNZ"
23,3,"northCenterNZ"
24,-25,"northWestBoardsNZ"
42,2,"centerPoint"
48,2,"centerPoint"
50,10,"centerPoint"
51,-16,"centerPoint"
52,1,"centerPoint"
52,11,"centerPoint"
52,19,"centerPoint"
53,1,"centerPoint"
54,-5,"centerPoint"
54,28,"outsideNorthEast"
56,-13,"westOuterSlot"
56,16,"eastOuterSlot"
61,1,"eastOuterSlot"
61,8,"eastOuterSlot"
62,0,"westOuterSlot"
63,23,"outsideNorthEast"
64,-9,"westOuterSlot"
66,9,"eastOuterSlot"
67,-5,"westOuterSlot"
68,7,"eastOuterSlot"
71,-9,"westOuterSlot"
75,-8,"innerSlot"
76,9,"innerSlot"
79,-11,"innerSlot"
80,14,"outsideNorthEast"
82,-17,"outsideNorthWest"
83,-17,"outsideNorthWest"
84,24,"outsideNorthEast"
89,-21,"outsideNorthWest"
89,-17,"outsideNorthWest"
90,11,"outsideNorthEast"
92,34,"outsideNorthEast"
-100,14,"outsideNorthWestDZ"
-99,22,"outsideNorthWestDZ"
-91,-2,"outsideNorthEastDZ"
-87,-1,"innerSlotDZ"
-87,1,"innerSlotDZ"
-55,19,"westOuterSlotDZ"
-54,-3,"eastOuterSlotDZ"
-53,21,"centerPointDZ"
-53,23,"westPointDZ"
-27,-16,"eastPointDZ"
-27,12,"westPointDZ"
-27,14,"westPointDZ"
-14,-8,"southCenterNZ"
-11,-11,"southCenterNZ"
-6,-22,"southCenterNZ"
-6,22,"southEastBoardsNZ"
-4,14,"southCenterNZ"
-3,14,"southCenterNZ"
-2,-25,"southWestBoardsNZ"
-2,12,"southCenterNZ"
-1,13,"northCenterNZ"
2,18,"northCenterNZ"
3,22,"northCenterNZ"
9,-13,"northCenterNZ"
11,12,"northCenterNZ"
12,-4,"northCenterNZ"
12,-3,"northCenterNZ"
14,-8,"northCenterNZ"
14,10,"northCenterNZ"
21,-19,"northCenterNZ"
22,-10,"northCenterNZ"
23,-6,"northCenterNZ"
23,9,"northCenterNZ"
23,22,"northCenterNZ"
24,-5,"northCenterNZ"
24,5,"centerPoint"
24,10,"centerPoint"
24,16,"eastPoint"
24,25,"eastPoint"
27,4,"centerPoint"
27,12,"eastPoint"
31,42,"eastPoint"
47,2,"centerPoint"
50,-9,"centerPoint"
51,0,"centerPoint"
52,-8,"centerPoint"
52,6,"centerPoint"
52,7,"centerPoint"
52,16,"centerPoint"
52,22,"centerPoint"
53,-5,"centerPoint"
53,12,"centerPoint"
54,29,"eastPoint"
55,-2,"westOuterSlot"
55,23,"eastOuterSlot"
56,-23,"outsideNorthWest"
58,8,"eastOuterSlot"
58,9,"eastOuterSlot"
58,11,"eastOuterSlot"
59,-9,"westOuterSlot"
61,7,"eastOuterSlot"
62,-6,"westOuterSlot"
63,-10,"westOuterSlot"
63,-2,"westOuterSlot"
63,6,"eastOuterSlot"
63,9,"eastOuterSlot"
64,-7,"westOuterSlot"
64,3,"eastOuterSlot"
64,9,"eastOuterSlot"
65,-9,"westOuterSlot"
65,5,"eastOuterSlot"
66,-9,"westOuterSlot"
67,-6,"westOuterSlot"
69,-8,"westOuterSlot"
72,-6,"innerSlot"
73,-42,"outsideNorthWest"
73,42,"outsideNorthEast"
75,8,"innerSlot"
77,10,"eastOuterSlot"
77,11,"eastOuterSlot"
81,-17,"outsideNorthWest"
82,-19,"outsideNorthWest"
82,-12,"outsideNorthWest"
82,18,"outsideNorthEast"
83,-21,"outsideNorthWest"
84,-22,"outsideNorthWest"
84,26,"outsideNorthEast"
84,27,"outsideNorthEast"
89,-15,"outsideNorthWest"
89,12,"outsideNorthEast"
89,20,"outsideNorthEast"
90,-11,"outsideNorthWest"
-100,-13,"outsideNorthEastDZ"
-100,6,"outsideNorthWestDZ"
-69,-42,"outsideNorthEastDZ"
-62,-42,"outsideNorthEastDZ"
-55,-25,"outsideNorthEastDZ"
-55,-14,"eastOuterSlotDZ"
-55,15,"westOuterSlotDZ"
-55,27,"outsideNorthWestDZ"
-54,-28,"eastPointDZ"
-53,-17,"centerPointDZ"
-53,-16,"centerPointDZ"
-53,-14,"centerPointDZ"
-53,27,"westPointDZ"
-52,22,"centerPointDZ"
-27,22,"westPointDZ"
-27,26,"westPointDZ"
-17,-3,"southCenterNZ"
-16,0,"southCenterNZ"
-16,22,"southCenterNZ"
-15,22,"southCenterNZ"
-13,-8,"southCenterNZ"
-13,22,"southEastBoardsNZ"
-12,-9,"southCenterNZ"
-3,12,"southCenterNZ"
-2,-19,"southCenterNZ"
2,-13,"northCenterNZ"
7,-13,"northCenterNZ"
8,12,"northCenterNZ"
10,-22,"northWestBoardsNZ"
10,12,"northCenterNZ"
11,-22,"northCenterNZ"
11,8,"northCenterNZ"
11,10,"northCenterNZ"
12,-11,"northCenterNZ"
12,4,"northCenterNZ"
13,1,"northCenterNZ"
15,8,"northCenterNZ"
17,-25,"northWestBoardsNZ"
17,0,"northCenterNZ"
22,-2,"northCenterNZ"
23,-9,"northCenterNZ"
50,0,"centerPoint"
52,-19,"centerPoint"
53,4,"centerPoint"
53,24,"eastPoint"
54,-9,"westOuterSlot"
54,-3,"centerPoint"
55,15,"eastOuterSlot"
55,17,"eastOuterSlot"
57,13,"eastOuterSlot"
59,12,"eastOuterSlot"
60,-10,"westOuterSlot"
61,-10,"westOuterSlot"
61,-9,"westOuterSlot"
61,9,"eastOuterSlot"
62,2,"eastOuterSlot"
64,10,"eastOuterSlot"
65,-42,"outsideNorthWest"
67,-4,"westOuterSlot"
67,5,"eastOuterSlot"
67,9,"eastOuterSlot"
67,42,"outsideNorthEast"
68,6,"eastOuterSlot"
69,42,"outsideNorthEast"
74,-7,"innerSlot"
75,9,"eastOuterSlot"
76,-9,"innerSlot"
79,14,"outsideNorthEast"
80,13,"outsideNorthEast"
89,15,"outsideNorthEast"
92,-34,"outsideNorthWest"
100,13,"outsideNorthEast"
-98,-25,"outsideNorthEastDZ"
-74,-42,"outsideNorthEastDZ"
-72,-42,"outsideNorthEastDZ"
-64,-8,"eastOuterSlotDZ"
-56,15,"westOuterSlotDZ"
-56,16,"westOuterSlotDZ"
-56,23,"westOuterSlotDZ"
-56,29,"outsideNorthWestDZ"
-55,-24,"outsideNorthEastDZ"
-55,-16,"eastOuterSlotDZ"
-55,17,"westOuterSlotDZ"
-55,18,"westOuterSlotDZ"
-53,-22,"centerPointDZ"
-53,17,"centerPointDZ"
-53,19,"centerPointDZ"
-52,-22,"eastPointDZ"
-27,-26,"eastPointDZ"
-27,-5,"centerPointDZ"
-27,-4,"centerPointDZ"
-15,7,"southCenterNZ"
-14,-3,"southCenterNZ"
-13,-3,"southCenterNZ"
-13,7,"southCenterNZ"
-12,7,"southCenterNZ"
-12,8,"southCenterNZ"
-7,-12,"southCenterNZ"
-5,-14,"southCenterNZ"
-4,-22,"southCenterNZ"
-4,22,"southCenterNZ"
-2,20,"southCenterNZ"
-1,-14,"northCenterNZ"
2,-22,"northWestBoardsNZ"
2,-16,"northCenterNZ"
2,-14,"northCenterNZ"
3,15,"northCenterNZ"
4,-22,"northCenterNZ"
5,14,"northCenterNZ"
8,-13,"northCenterNZ"
10,-11,"northCenterNZ"
11,-8,"northCenterNZ"
15,-24,"northWestBoardsNZ"
15,-7,"northCenterNZ"
16,-7,"northCenterNZ"
16,-6,"northCenterNZ"
17,6,"northCenterNZ"
18,3,"northCenterNZ"
18,25,"northEastBoardsNZ"
23,-11,"northCenterNZ"
24,2,"centerPoint"
24,7,"centerPoint"
24,12,"eastPoint"
24,13,"northCenterNZ"
24,23,"eastPoint"
27,-10,"centerPoint"
27,-9,"centerPoint"
50,2,"centerPoint"
52,18,"centerPoint"
53,-9,"centerPoint"
53,-8,"centerPoint"
53,-2,"centerPoint"
53,8,"centerPoint"
53,10,"centerPoint"
54,-29,"outsideNorthWest"
55,-11,"westOuterSlot"
55,24,"outsideNorthEast"
61,-8,"westOuterSlot"
62,-42,"outsideNorthWest"
62,7,"eastOuterSlot"
64,6,"eastOuterSlot"
71,-6,"westOuterSlot"
75,-42,"outsideNorthWest"
75,-9,"westOuterSlot"
82,19,"outsideNorthEast"
83,14,"outsideNorthEast"
83,19,"outsideNorthEast"
83,24,"outsideNorthEast"
84,18,"outsideNorthEast"
84,22,"outsideNorthEast"
87,1,"innerSlot"
89,-5,"outsideNorthWest"
93,33,"outsideNorthEast"
100,-14,"outsideNorthWest"
100,3,"outsideNorthEast"
-100,15,"outsideNorthWestDZ"
-63,-9,"eastOuterSlotDZ"
-54,-22,"eastOuterSlotDZ"
-54,14,"westOuterSlotDZ"
-53,-24,"eastPointDZ"
-53,-19,"centerPointDZ"
-53,20,"centerPointDZ"
-28,12,"centerPointDZ"
-27,-3,"centerPointDZ"
-27,9,"centerPointDZ"
-27,10,"centerPointDZ"
-16,-1,"southCenterNZ"
-15,-6,"southCenterNZ"
-13,-4,"southCenterNZ"
-13,8,"southCenterNZ"
-9,-12,"southCenterNZ"
-3,-16,"southCenterNZ"
-3,-14,"southCenterNZ"
-2,-24,"southWestBoardsNZ"
-2,-17,"southCenterNZ"
-2,-12,"southCenterNZ"
-2,13,"southCenterNZ"
-1,-13,"northCenterNZ"
2,12,"northCenterNZ"
2,15,"northCenterNZ"
12,-5,"northCenterNZ"
12,2,"northCenterNZ"
12,5,"northCenterNZ"
13,-2,"northCenterNZ"
14,-22,"northCenterNZ"
15,9,"northCenterNZ"
15,20,"northCenterNZ"
22,22,"northCenterNZ"
24,-29,"northWestBoardsNZ"
24,-19,"northCenterNZ"
24,-18,"northCenterNZ"
